Approved symbol	Ensembl gene ID	Previous symbols	Alias symbols
PLPPR3	ENSG00000129951		PRG-2, FLJ11535, LPPR3, PRG2
PLPPR4	ENSG00000117600		PRG-1, LPPR4, KIAA0455, PHP1
PLPPR5	ENSG00000117598		PAP2D, PAP2, LPPR5, PRG5
PLPPR5-AS1	ENSG00000232825
PLRG1	ENSG00000171566		PRL1, Prp46, PRPF46, Cwc1, TANGO4
PLS1	ENSG00000120756
PLS1-AS1	ENSG00000239641
PLS1P1	ENSG00000254534
PLS3	ENSG00000102024		T-plastin
PLS3-AS1	ENSG00000271826
PLSCR1	ENSG00000188313		MMTRA1B
PLSCR2	ENSG00000163746
PLSCR3	ENSG00000187838
PLSCR4	ENSG00000114698
PLSCR4P1	ENSG00000243596
PLSCR5	ENSG00000231213
PLSCR5-AS1	ENSG00000241457
PLTP	ENSG00000100979		BPIFE
PLUT	ENSG00000247381	PDX1-AS1	PLUTO, HI-LNC71
PLVAP	ENSG00000130300		gp68, PV-1, PV1, FELS
PLXDC1	ENSG00000161381		TEM3, TEM7
PLXDC2	ENSG00000120594		TEM7R, FLJ14623, PLXDC2-OT
PLXDC2-AS1	ENSG00000238246
PLXN1
PLXN2
PLXN4
PLXN5
PLXN6
PLXNA1	ENSG00000114554	PLXN1	NOV
PLXNA2	ENSG00000076356	PLXN2	OCT, FLJ11751, FLJ30634, KIAA0463
PLXNA3	ENSG00000130827	PLXN4	SEX, XAP-6, 6.3, Plxn3
PLXNA4	ENSG00000221866	PLXNA4A, PLXNA4B	KIAA1550, DKFZp434G0625PRO34003, FAYV2820
PLXNA4-AS1	ENSG00000223436
PLXNA4-AS2	ENSG00000225144
PLXNA4B		PLXNA4B	DKFZp434G0625PRO34003, FAYV2820
PLXNB1	ENSG00000164050	PLXN5	SEP, KIAA0407
PLXNB2	ENSG00000196576		MM1, KIAA0315, PLEXB2, lncFAL
PLXNB3	ENSG00000198753	PLXN6	PLEXR, PLEXB3
PLXNB3-AS1	ENSG00000232725
PLXNC1	ENSG00000136040		VESPR, CD232
PLXNC1-AS1	ENSG00000258035
PLXND1	ENSG00000004399		KIAA0620
PM20D1	ENSG00000162877		FLJ32569, Cps1
PM20D1-AS1	ENSG00000286619
PM20D2	ENSG00000146281	ACY1L2	bA63L7.3
PMAIP1	ENSG00000141682		APR, NOXA
PMCH	ENSG00000183395		MCH
PMCHL1	ENSG00000168967
PMCHL2	ENSG00000169040
PMEL	ENSG00000185664	SIL, SILV	D12S53E, SI, Pmel17, gp100, HMB-45, ME20, HMB45
PMEPA1	ENSG00000124225	TMEPAI	STAG1
PMF1	ENSG00000160783
PMF1-BGLAP	ENSG00000260238
PMFBP1	ENSG00000118557
PMIS2	ENSG00000283758		IFITMD9
PML	ENSG00000140464		MYL, TRIM19, RNF71
PMM1	ENSG00000100417		Sec53
PMM2	ENSG00000140650	CDG1	CDGS, CDG1a, PMI, PMI1
PMM2-AS1	ENSG00000260350
PMM2P1	ENSG00000265038
PMM2P2	ENSG00000267116
PMP2	ENSG00000147588		MP2, FABP8, M-FABP
PMP22	ENSG00000109099	CMT1A	HNPP, GAS3, Sp110, HMSNIA
PMPCA	ENSG00000165688	INPP5E, SCAR2, CLA1	KIAA0123, Alpha-MPP, MAS2
PMPCAP1	ENSG00000248817
PMPCB	ENSG00000105819		MPPB, MPPP52, MAS1, beta-MPP
PMPS
PMS1	ENSG00000064933	PMSL1	MLH2
PMS2	ENSG00000122512	PMSL2	H_DJ0042M02.9, HNPCC4, MLH4, PMS-2
PMS2CL	ENSG00000187953		PMS2P13
PMS2L6			PMS8
PMS2L7			PMSR1
PMS2L8		PMS2L8	PMSR2
PMS2L9			PMSR3
PMS2LP2			PMSR7
PMS2P1	ENSG00000078319	PMS2L6, PMS2L8, PMS2L7, PMS2L1	PMS3, PMS8, PMS2L13, PMSR2, PMSR1
PMS2P2	ENSG00000278416	PMS2L2	PMS4
PMS2P3	ENSG00000127957	PMS2L9, PMS2L3	PMS5, PMSR3
PMS2P4	ENSG00000067601	PMS2L4	PMS6
PMS2P5	ENSG00000123965	PMS2L5	PMS7, MGC34222
PMS2P6	ENSG00000174384	PMS2L14
PMS2P7	ENSG00000229018	PMS2LP2, PMS2L15	PMSR7
PMS2P8	ENSG00000273897	PMS2L16
PMS2P9	ENSG00000233448	PMS2LP1, PMS2L17	PMSR5
PMS2P10	ENSG00000273598	PMS2L10	PMSR4
PMS2P11	ENSG00000241350	PMS2L11	PMSR6
PMS2P12	ENSG00000228546	PMS2L12	PMSL12
PMS2P13	ENSG00000276840
PMS2P14	ENSG00000277125
PMSL1
PMSL2
PMVK	ENSG00000163344		PMK, PMKA, HUMPMKI
PNCK	ENSG00000130822		MGC45419, CaMK1b
PNCRNA-D	ENSG00000298300
PND
PNI1
PNI2
PNIA1
PNIA2
PNIA3
PNIA4
PNIA5
PNIA6
PNISR	ENSG00000132424	C6orf111, SFRS18	FLJ14752, bA98I9.2, DKFZp564B0769, SRrp130
PNISR-AS1	ENSG00000228506
PNKD	ENSG00000127838		DYT8, PDC, DKFZp564N1362, FPD1, MR-1, BRP17, FKSG19, TAHCCP2, KIAA1184, KIPP1184, MGC31943, PKND1, MR-1S
PNKDP1	ENSG00000228089
PNKP	ENSG00000039650		PNK
PNLDC1	ENSG00000146453		FLJ40240, dJ195P10.2, Trimmer
PNLIP	ENSG00000175535		PL
PNLIPP1	ENSG00000232091
PNLIPRP1	ENSG00000187021		PLRP1
PNLIPRP2	ENSG00000266200		PLRP2
PNLIPRP3	ENSG00000203837
PNMA1	ENSG00000176903		MA1
PNMA2	ENSG00000240694		MA2, RGAG2
PNMA3	ENSG00000183837		MA5, MA3, MGC132756, MGC132758
PNMA5	ENSG00000198883		KIAA1934
PNMA6A	ENSG00000235961	PNMA6C	MGC15827
PNMA6B	ENSG00000268883	PNMA6D
PNMA6C
PNMA6D
PNMA6E	ENSG00000214897
PNMA6F	ENSG00000225110		PNMA6BL
PNMA8A	ENSG00000182013	PNMAL1	KIAA1183L, FLJ10781
PNMA8B	ENSG00000204851	PNMAL2	KIAA1183
PNMA8C	ENSG00000277531
PNMT	ENSG00000141744	PENT
PNMTP1
PNN	ENSG00000100941		memA
PNN-AS1	ENSG00000259083
PNO1	ENSG00000115946	KHRBP1	RRP20
PNOC	ENSG00000168081		PPNOC, N/OFQ, NOP
PNP	ENSG00000198805	NP	PUNP
PNPLA1	ENSG00000180316		FLJ38755, dJ50J22.1
PNPLA2	ENSG00000177666		desnutrin, TTS-2.2, ATGL, FP17548, iPLA2zeta
PNPLA3	ENSG00000100344	C22orf20, ADPN	dJ796I17.1, FLJ22012, adiponutrin, iPLA2epsilon
PNPLA4	ENSG00000006757		DXS1283E, GS2, iPLA2eta
PNPLA4P1	ENSG00000235451
PNPLA5	ENSG00000100341		dJ388M5.4, GS2L
PNPLA6	ENSG00000032444		NTE, sws, iPLA2delta, SPG39
PNPLA7	ENSG00000130653	C9orf111	FLJ43070, FLJ31318, FLJ44279, RP11-48C7.2, NTEL1, NTE-R1
PNPLA8	ENSG00000135241		IPLA2G, IPLA2-2, iPLA2gamma
PNPLA10P	ENSG00000230538
PNPO	ENSG00000108439		PDXPO
PNPP1	ENSG00000228209
PNPT1	ENSG00000138035	DFNB70	PNPase, OLD35, old-35
PNPT1P1	ENSG00000229241
PNPT1P2	ENSG00000233272
PNRC1	ENSG00000146278	PROL2	B4-2, PRR2
PNRC1-DT	ENSG00000271931
PNRC2	ENSG00000189266
PNRC2P1	ENSG00000228217
PNRC2P2	ENSG00000250728
PNRC2P3	ENSG00000227257
PNRC2P4	ENSG00000224815
PNY1
PNY2
PNY3
PNY4
PNY5
POC1A	ENSG00000164087	WDR51A	DKFZP434C245
POC1B	ENSG00000139323	WDR51B	TUWD12, FLJ14923
POC1B-AS1	ENSG00000270344		RP11-734K2.4
POC1B-GALNT4	ENSG00000259075
POC5	ENSG00000152359	C5orf37	FLJ35779, MGC120442, MGC120443, MGC120444, hPOC5
PODN	ENSG00000174348		PCAN, PODOCAN, MGC24995, SLRR5A
PODNL1	ENSG00000132000		FLJ23447, SLRR5B
PODXL	ENSG00000128567		PCLP, Gp200, PC, PODXL1, PDX, gp135
PODXL2	ENSG00000114631		PODLX2, endoglycan, EG
POF1		POF, POF1
POF1B	ENSG00000124429		POF, FLJ22792
POFUT1	ENSG00000101346		O-FUT, O-Fuc-T, KIAA0180, FUT12
POFUT2	ENSG00000186866	C21orf80	KIAA0958, FUT13
POFUT3	ENSG00000172728	FUT10
POFUT4	ENSG00000196968	FUT11,FUT11	MGC33202
POGK	ENSG00000143157		KIAA15131, LST003, BASS2, KRBOX2
POGLUT1	ENSG00000163389	C3orf9, KTELC1	MDS010, MGC32995, 9630046K23Rik, MDSRP, hCLP46, KDELCL1, Rumi
POGLUT2	ENSG00000134901	KDELC1	MGC5302, EP58
POGLUT2P1	ENSG00000250329	KDELC1P1
POGLUT3	ENSG00000178202	KDELC2	MGC33424
POGZ	ENSG00000143442		KIAA0461, ZNF635, ZNF280E
POLA1	ENSG00000101868	POLA, NSX	p180
POLA2	ENSG00000014138		FLJ21662
POLB	ENSG00000070501
POLD1	ENSG00000062822	POLD	CDC2
POLD2	ENSG00000106628
POLD2P1	ENSG00000213730
POLD3	ENSG00000077514		P66, KIAA0039, P68, PPP1R128
POLD4	ENSG00000175482		p12, POLDS
POLDIP2	ENSG00000004142		PDIP38, DKFZP586F1524
POLDIP3	ENSG00000100227		PDIP46, KIAA1649, SKAR, PDIP3
POLE	ENSG00000177084		POLE1
POLE2	ENSG00000100479		DPE2
POLE3	ENSG00000148229		CHRAC17, Ybl1, p17, CHARAC17, CHRAC2
POLE4	ENSG00000115350		p12
POLE4P1	ENSG00000226955
POLG	ENSG00000140521		POLG1, POLGA
POLG-DT	ENSG00000261441
POLG2	ENSG00000256525		MTPOLB, HP55
POLGARF	ENSG00000291307		ORF-Y
POLH	ENSG00000170734		RAD30A, XP-V
POLH-AS1	ENSG00000203362		RP3-337H4.8
POLHP1	ENSG00000232970
POLI	ENSG00000101751	RAD3OB, RAD30B
POLK	ENSG00000122008	DINB1	POLQ, DINP
POLL	ENSG00000166169
POLM	ENSG00000122678		Tdt-N
POLN	ENSG00000130997
POLQ	ENSG00000051341		POLH
POLR1A	ENSG00000068654		DKFZP586M0122, FLJ21915, RPO1-4, RPA1, RPA190
POLR1B	ENSG00000125630		Rpo1-2, FLJ21921, FLJ10816, RPA2, RPA135
POLR1C	ENSG00000171453		RPA40, RPA39, RPA5, RPAC1, AC40, RPC40
POLR1D	ENSG00000186184		RPAC2, RPA16, RPO1-3, RPA9, MGC9850, AC19
POLR1E	ENSG00000137054	PRAF1	FLJ13390, PAF53, FLJ13970, RPA49
POLR1F	ENSG00000105849	TWISTNB	RPA43, A43
POLR1G	ENSG00000117877	CD3EAP	ASE-1, CAST, PAF49, RPA34, A34.5
POLR1H	ENSG00000066379	ZNRD1	hZR14, HTEX-6, tctex-6, RPA12, A12.2
POLR1HASP	ENSG00000204623	C6orf12, NCRNA00171, ZNRD1AS, ZNRD1-AS, ZNRD1-AS1, HCG8, ZNRD1ASP	HTEX4, Em:AB023056.3, HCGVIII, HCGVIII-1
POLR2A	ENSG00000181222	POLR2	POLRA, RPB1
POLR2B	ENSG00000047315		RPB2
POLR2C	ENSG00000102978		RPB3
POLR2CP1	ENSG00000228600	POLR2CP
POLR2D	ENSG00000144231		RPB4
POLR2DP1	ENSG00000232090
POLR2DP2	ENSG00000244565
POLR2E	ENSG00000099817		RPB5, RPABC1, XAP4, hRPB25, hsRPB5
POLR2F	ENSG00000100142		RPB6, HRBP14.4
POLR2F-AS1	ENSG00000222044
POLR2G	ENSG00000168002		hRPB19, hsRPB7, RPB7
POLR2H	ENSG00000163882		RPB8
POLR2I	ENSG00000105258		RPB9, hRPB14.5
POLR2J	ENSG00000005075		RPB11, hRPB14, RPB11A, RPB11m, POLR2J1
POLR2J2	ENSG00000228049		RPB11b1
POLR2J3	ENSG00000168255
POLR2J3-UPK3BL2	ENSG00000267645
POLR2J4	ENSG00000272655		MGC13098
POLR2K	ENSG00000147669		RPB10alpha, RPB12
POLR2KP1	ENSG00000258284
POLR2KP2	ENSG00000224510
POLR2L	ENSG00000177700		RPB10beta, RBP10, RPABC5, RPB7.6, hRPB7.6, hsRPB10b
POLR2LP1	ENSG00000238211	POLR2LP	AB023060.6
POLR2M	ENSG00000255529	GRINL1A	Gdown, Gdown1
POLR2MP1	ENSG00000227725	GRINL1B, GCOM2	GLURR2
POLR3A	ENSG00000148606		RPC1, RPC155, hRPC155, C160
POLR3B	ENSG00000013503		RPC2, FLJ10388, C128
POLR3C	ENSG00000186141		RPC62, RPC3, C82
POLR3D	ENSG00000168495	BN51T	TSBN51, RPC4, C53
POLR3DP1	ENSG00000214626
POLR3E	ENSG00000058600		RPC5, SIN, FLJ10509, C37
POLR3F	ENSG00000132664		RPC39, RPC6, C34
POLR3G	ENSG00000113356		RPC32, RPC7, C31
POLR3GL	ENSG00000121851		flj32422, MGC3200
POLR3GP1	ENSG00000268295
POLR3GP2	ENSG00000266984
POLR3H	ENSG00000100413		RPC8, KIAA1665, C25
POLR3K	ENSG00000161980		RPC11, C11
POLR3KP1	ENSG00000232647
POLR3KP2	ENSG00000265469
POLRMT	ENSG00000099821		h-mtRPOL, APOLMT, MTRNAP, MTRPOL
POLRMTP1	ENSG00000266066	POLRMTL
POM121	ENSG00000196313		KIAA0618, DKFZP586G1822, DKFZP586P2220, POM121A
POM121B	ENSG00000205578
POM121C	ENSG00000272391
POM121L1P	ENSG00000183169	POM121L1
POM121L2	ENSG00000158553		POM121-L
POM121L3P	ENSG00000167390	POM121L3	dJ831C21.3
POM121L4P	ENSG00000217261
POM121L6P	ENSG00000243307		bA239L20.2
POM121L7P	ENSG00000239511	POM121L7
POM121L8P	ENSG00000229266
POM121L9P	ENSG00000128262
POM121L10P	ENSG00000224124
POM121L11P			LOC100129643
POM121L12	ENSG00000221900		DKFZp564N2472
POM121L13P	ENSG00000236339
POM121L14P	ENSG00000218189
POM121L15P	ENSG00000161103
POMC	ENSG00000115138		MSH, POC, CLIP, ACTH, NPP, LPH
POMGNT1	ENSG00000085998	MEB	FLJ20277, MGAT1.2, LGMD2O
POMGNT2	ENSG00000144647	C3orf39, GTDC2	FLJ14566, AGO61
POMGNT2-AS1	ENSG00000227245
POMK	ENSG00000185900		FLJ23356, SgK196
POMP	ENSG00000132963	C13orf12	HSPC014, UMP1
POMPP1	ENSG00000236870
POMT1	ENSG00000130714		LGMD2K
POMT2	ENSG00000009830		LGMD2N
POMZP3	ENSG00000146707		POM-ZP3, POM121
PON1	ENSG00000005421	PON	ESA
PON2	ENSG00000105854
PON3	ENSG00000105852
POP1	ENSG00000104356
POP2
POP4	ENSG00000105171		RPP29
POP5	ENSG00000167272
POP7	ENSG00000172336		RPP20, RPP2
POPDC1	ENSG00000112276	BVES	POP1, HBVES
POPDC1-AS1	ENSG00000203808	BVES-AS1, C6orf112	bA99L11.2
POPDC2	ENSG00000121577		POP2
POPDC3	ENSG00000132429		POP3, MGC22671, bA355M14.1
POR	ENSG00000127948		CYPOR, FLJ26468
PORC
PORCN	ENSG00000102312	DHOF	MG61, PORC, PPN, por
PORCN-DT	ENSG00000224292
POSTN	ENSG00000133110		OSF-2, PN, periostin
POT1	ENSG00000128513		hPot1, DKFZp586D211
POT1-AS1	ENSG00000224897
POTEA	ENSG00000188877	A26A1	POTE8, POTE-8, CT104.3
POTEB	ENSG00000233917	A26B1	POTE15, POTE-15, CT104.5
POTEB2	ENSG00000230031
POTEB3	ENSG00000278522
POTEC	ENSG00000183206	A26B2	POTE18, POTE-18, DKFZp686J0529, CT104.6
POTED	ENSG00000166351	ANKRD21, A26B3	POTE, POTE-21, POTE21, CT104.1
POTEE	ENSG00000188219	A26C1A	POTE2, POTE-2, A26C1, POTE2gamma, CT104.2
POTEF	ENSG00000196604	A26C1B	POTEACTIN, POTE2alpha
POTEF-AS1	ENSG00000224087
POTEG	ENSG00000187537	A26C2	POTE14, POTE-14, POTE14alpha, CT104.4
POTEH	ENSG00000198062	ACTBL1, A26C3	POTE22, CT104.7
POTEH-AS1	ENSG00000236666
POTEI	ENSG00000196834		POTE2beta
POTEJ	ENSG00000222038		POTE2beta
POTEKP	ENSG00000204434	ACTBL3, POTEK	FKSG30, POTE2delta
POTEM	ENSG00000222036		POTE14beta, P704P, ACT
POU1F1	ENSG00000064835	PIT1	GHF-1, POU1F1a, PIT-1
POU2AF1	ENSG00000110777		OBF1, BOB1, OCA-B
POU2AF2	ENSG00000150750	C11orf53	MGC50104, OCA-T1
POU2AF3	ENSG00000214290	C11orf93, COLCA2	CASC13, OCA-T2
POU2F1	ENSG00000143190	OTF1	OCT1
POU2F1-DT	ENSG00000272205
POU2F2	ENSG00000028277	OTF2	OCT2
POU2F2-AS2
POU2F3	ENSG00000137709		OCT11, PLA-1, Skn-1a, Epoc-1
POU2F3-AS1	ENSG00000259541
POU3F1	ENSG00000185668	OTF6	OCT6, SCIP
POU3F2	ENSG00000184486	OTF7	POUF3, BRN2, OCT7
POU3F3	ENSG00000198914		BRN1, OTF8
POU3F4	ENSG00000196767	DFN3	BRN4, OTF9, DFNX2
POU4F1	ENSG00000152192	BRN3A	RDC-1
POU4F2	ENSG00000151615	BRN3B	Brn-3b
POU4F3	ENSG00000091010	DFNA15, DFNA52, DFNA42	BRN3C
POU5F1	ENSG00000204531	OTF3	OCT3, Oct4, MGC22487, OCT-4, Oct3/4
POU5F1B	ENSG00000212993	OTF3P1, POU5F1P1	OTF3C
POU5F1P2	ENSG00000253382
POU5F1P3	ENSG00000235602	OTF3L, POU5F1L	POU5FLC12
POU5F1P4	ENSG00000237872		POU5FLC1, Oct4-pg4
POU5F1P5	ENSG00000236375		Oct4-pg5
POU5F1P6	ENSG00000242551
POU5F1P7	ENSG00000248365
POU5F1P8
POU5F2	ENSG00000248483		SPRM-1, FLJ25680
POU6F1	ENSG00000184271		BRN5, MPOU, TCFB1
POU6F2	ENSG00000106536		RPF-1
POU6F2-AS1	ENSG00000224122
POU6F2-AS2	ENSG00000233854		FLJ12971
PP1P	ENSG00000213383
PP2D1	ENSG00000183977	C3orf48	FLJ25449
PPA1	ENSG00000180817	PP	SID6-8061, Ppase, IOPPP, PP1
PPA2	ENSG00000138777		FLJ20459
PPAN	ENSG00000130810		SSF1, SSF2, SSF, BXDC3
PPAN-P2RY11	ENSG00000243207
PPAR
PPARA	ENSG00000186951	PPAR	hPPAR, NR1C1
PPARAL
PPARD	ENSG00000112033		NUC1, NUCII, FAAR, NR1C2, PPARB
PPARG	ENSG00000132170		PPARG1, PPARG2, NR1C3, PPARgamma
PPARGC1A	ENSG00000109819	PPARGC1	PGC1, PGC1A, PGC-1alpha, PPARAGCIα
PPARGC1A-AS1	ENSG00000249453		AC092834.1
PPARGC1A-AS2	ENSG00000307768
PPARGC1B	ENSG00000155846		PERC, PGC1B, PPARAGCIβ
PPAT	ENSG00000128059		GPAT, PRAT
PPATP1	ENSG00000241293
PPATP2	ENSG00000271433
PPBP	ENSG00000163736	THBGB1	SCYB7, TGB, NAP-2-L1, LA-PF4, MDGF, LDGF, Beta-TG, CTAP3, CXCL7, PBP, b-TG1, TGB1, CTAPIII, NAP-2
PPBPP1	ENSG00000250550	PPBPL1	TGB2
PPBPP2	ENSG00000248848	PPBPL2	SPBPBP
PPCD			PPD
PPCD3
PPCDC	ENSG00000138621		MDS018, FLJ14585
PPCS	ENSG00000127125		FLJ11838
PPD
PPDPF	ENSG00000125534	C20orf149	dJ697K14.9, exdpf
PPDPFL	ENSG00000168333	C8orf22
PPDPFP1	ENSG00000242613
PPDPFP2	ENSG00000256963
PPEF1	ENSG00000086717	PPEF	PPP7CA
PPEF1-AS1	ENSG00000237221
PPEF2	ENSG00000156194		PPP7CB
PPFIA1	ENSG00000131626		LIP.1, LIPRIN
PPFIA1P1	ENSG00000271639
PPFIA2	ENSG00000139220
PPFIA2-AS1	ENSG00000257467
PPFIA2-AS2	ENSG00000258162
PPFIA3	ENSG00000177380		KIAA0654, LPNA3, MGC126567, MGC126569
PPFIA4	ENSG00000143847
PPFIBP1	ENSG00000110841		L2, hSGT2, hSgt2p, SGT2, liprin-beta1
PPFIBP2	ENSG00000166387		Cclp1
PPH1		PPH1
PPH2
PPHLN1	ENSG00000134283
PPIA	ENSG00000196262		CYPA
PPIAL2			dJ823G15.1
PPIAL4A	ENSG00000263353	PPIAL4, PPIAL4B	COAS2
PPIAL4B
PPIAL4C	ENSG00000288867
PPIAL4D	ENSG00000289549
PPIAL4E	ENSG00000271567
PPIAL4F	ENSG00000279782
PPIAL4G	ENSG00000236334
PPIAL4H	ENSG00000270339
PPIAP1	ENSG00000215351	PPIAP
PPIAP2	ENSG00000227379		bA384D7.2
PPIAP3	ENSG00000235044		bA425M5.2
PPIAP4	ENSG00000258591
PPIAP5	ENSG00000258996
PPIAP6	ENSG00000258477
PPIAP7	ENSG00000173810	PPIP7
PPIAP8	ENSG00000225185	PPIP8
PPIAP9	ENSG00000219797	PPIP9	Em:AC006046.3
PPIAP10	ENSG00000224530	PPIAL2, PPIP10	CRP
PPIAP11	ENSG00000251495	PPIP1
PPIAP12		PPIP2
PPIAP13	ENSG00000237882	PPIP3
PPIAP14	ENSG00000264775	PPIP4
PPIAP15	ENSG00000244196	PPIP5
PPIAP16	ENSG00000213509	PPIP6
PPIAP17	ENSG00000225622	PPIP11	bA494B22.1
PPIAP18
PPIAP19	ENSG00000228169		bA108K1.2
PPIAP20	ENSG00000235686
PPIAP21	ENSG00000226038	PPIAL	dJ269M15.1
PPIAP22	ENSG00000198618	PPIAL3	PPIA3L
PPIAP23	ENSG00000214178
PPIAP24	ENSG00000174408
PPIAP25	ENSG00000229303
PPIAP26	ENSG00000150276
PPIAP27	ENSG00000234363
PPIAP28	ENSG00000226633
PPIAP29	ENSG00000214975
PPIAP30	ENSG00000206448
PPIAP31	ENSG00000217094
PPIAP32	ENSG00000233319
PPIAP33	ENSG00000178654
PPIAP34	ENSG00000234397
PPIAP35	ENSG00000232369
PPIAP36	ENSG00000236872
PPIAP37	ENSG00000226003
PPIAP38	ENSG00000233477
PPIAP39	ENSG00000230018
PPIAP40	ENSG00000230593
PPIAP41	ENSG00000254463
PPIAP42	ENSG00000213592
PPIAP43	ENSG00000255059
PPIAP44	ENSG00000258118
PPIAP45	ENSG00000258116
PPIAP46	ENSG00000260266
PPIAP47	ENSG00000260815
PPIAP48	ENSG00000260187
PPIAP49	ENSG00000260471
PPIAP50	ENSG00000261330
PPIAP51	ENSG00000260229
PPIAP52	ENSG00000270606
PPIAP53	ENSG00000223878
PPIAP54	ENSG00000264655
PPIAP55	ENSG00000228979
PPIAP56	ENSG00000267663
PPIAP57	ENSG00000266809
PPIAP58	ENSG00000267258
PPIAP59	ENSG00000228674
PPIAP60	ENSG00000226961
PPIAP61
PPIAP62	ENSG00000226473
PPIAP63	ENSG00000231570
PPIAP64	ENSG00000236259
PPIAP65	ENSG00000233428
PPIAP66	ENSG00000226131
PPIAP67	ENSG00000237260
PPIAP68	ENSG00000213739
PPIAP69	ENSG00000228337
PPIAP70	ENSG00000232407
PPIAP71	ENSG00000244183
PPIAP72	ENSG00000174715
PPIAP73	ENSG00000182000
PPIAP74	ENSG00000220343
PPIAP75	ENSG00000271131
PPIAP76	ENSG00000250484
PPIAP77	ENSG00000249092
PPIAP78	ENSG00000234838
PPIAP79	ENSG00000214853
PPIAP80	ENSG00000174495
PPIAP81	ENSG00000213548
PPIAP82	ENSG00000213455
PPIAP83	ENSG00000242978
PPIAP84	ENSG00000254152
PPIAP85	ENSG00000254103
PPIAP86	ENSG00000213873
PPIAP87	ENSG00000219149
PPIAP88	ENSG00000227350
PPIAP89	ENSG00000223819
PPIAP90	ENSG00000234557
PPIAP91	ENSG00000228728
PPIAP93	ENSG00000227847
PPIB	ENSG00000166794		CYPB, OI9, PPIase, B, CYP-S1, SCYLP
PPIC	ENSG00000168938		CYPC
PPIC-AS1	ENSG00000249996
PPID	ENSG00000171497		CYP-40, CypD
PPIE	ENSG00000084072		CyP-33, MGC3736, MGC111222, CypE
PPIEL	ENSG00000243970		PPIEP1
PPIF	ENSG00000108179		hCyP3, Cyp-D, CypD
PPIG	ENSG00000138398		CARS-Cyp, SRCyp, SCAF10
PPIGP1
PPIH	ENSG00000171960		USA-CYP, CYP-20, SnuCyp-20, CYPH, MGC5016
PPIHP1	ENSG00000230911
PPIHP2	ENSG00000220541
PPIL1	ENSG00000137168		CYPL1
PPIL1P1	ENSG00000237951
PPIL2	ENSG00000100023		UBOX7, CYC4, Cyp-60
PPIL3	ENSG00000240344		CyPJ
PPIL4	ENSG00000131013
PPIL6	ENSG00000185250		bA425D10.6, MGC41939, dJ919F19.1, RSPH12
PPIP5K1	ENSG00000168781	HISPPD2A	KIAA0377, IPS1, VIP1
PPIP5K1P1	ENSG00000249839	HISPPD2B	HISPPD2BP, KIAA0377P
PPIP5K2	ENSG00000145725	HISPPD1, DFNB100	KIAA0433, VIP2, CFAP160
PPL	ENSG00000118898
PPLA2
PPM1A	ENSG00000100614		MGC9201, PP2Calpha, PP2CA
PPM1AP1	ENSG00000250483
PPM1B	ENSG00000138032		PPC2BETAX, PP2CB, PP2CBETA
PPM1B-DT	ENSG00000273106
PPM1D	ENSG00000170836		Wip1, PP2C-DELTA
PPM1E	ENSG00000175175		POPX1, KIAA1072, PP2CH, CaMKP-N
PPM1F	ENSG00000100034		FEM-2, KIAA0015, POPX2, CaMKPase, CAMKP
PPM1F-AS1	ENSG00000224086
PPM1G	ENSG00000115241		PP2CG, PP2Cgamma
PPM1H	ENSG00000111110	ARHCL1	KIAA1157, FLJ13253, NERPP-2C
PPM1J	ENSG00000155367		FLJ35951, MGC19531, DKFZp434P1514, PP2Czeta, PPP2CZ
PPM1J-DT	ENSG00000261595
PPM1K	ENSG00000163644		DKFZp761G058, PP2Ckappa, hPTMP, PP2Cm, BDP
PPM1K-DT	ENSG00000246375
PPM1L	ENSG00000163590		PP2CE
PPM1L-DT	ENSG00000260572
PPM1M	ENSG00000164088		PP2Ceta, FLJ32332
PPM1N	ENSG00000213889		FLJ40125
PPME1	ENSG00000214517		PME-1, ABDH19
PPOX	ENSG00000143224	VP	PPO
PPP1CA	ENSG00000172531	PPP1A	PP1A, PP-1A, PP1alpha
PPP1CB	ENSG00000213639		PP1B, PP-1B, PP1beta, PP1c, MP, PPP1beta
PPP1CB-DT	ENSG00000226833
PPP1CC	ENSG00000186298		PP1C, PP1gamma
PPP1R1A	ENSG00000135447
PPP1R1AP1	ENSG00000255255
PPP1R1AP2	ENSG00000261084
PPP1R1B	ENSG00000131771		DARPP-32, FLJ20940
PPP1R1C	ENSG00000150722		Inhibitor-1-like
PPP1R2	ENSG00000184203		IPP2, PPP1R2A
PPP1R2B	ENSG00000231989	PPP1R2P3	MGC87149
PPP1R2C	ENSG00000102055	PPP1R2P9	I-4
PPP1R2P1	ENSG00000234515	PPP1R2P	IPP-2P
PPP1R2P2	ENSG00000234008
PPP1R2P4	ENSG00000241353
PPP1R2P5	ENSG00000229360
PPP1R2P6	ENSG00000241661
PPP1R2P7
PPP1R2P8
PPP1R2P10	ENSG00000213232
PPP1R3
PPP1R3A	ENSG00000154415	PPP1R3	GM
PPP1R3B	ENSG00000173281		GL, FLJ14005, PPP1R4
PPP1R3B-AS1	ENSG00000254340
PPP1R3B-DT	ENSG00000248538		AC02278.4, RP11-10A14.5, AP000695.2
PPP1R3C	ENSG00000119938	PPP1R5	PTG
PPP1R3D	ENSG00000132825	PPP1R6
PPP1R3E	ENSG00000235194		FLJ00089
PPP1R3F	ENSG00000049769		Hb2E
PPP1R3G	ENSG00000219607
